"DEMO_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","TGO","Togo","2017","2017",48,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","TGO","Togo","2018","2018",47,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","TGO","Togo","2019","2019",46,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","URY","Uruguay","2017","2017",7,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","URY","Uruguay","2018","2018",7,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","URY","Uruguay","2019","2019",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","UZB","Uzbekistan","2017","2017",18,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","UZB","Uzbekistan","2018","2018",17,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","UZB","Uzbekistan","2019","2019",16,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","VUT","Vanuatu","2017","2017",23,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","VUT","Vanuatu","2018","2018",22,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","VUT","Vanuatu","2019","2019",22,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","VEN","Venezuela (Bolivarian Republic of)","2017","2017",21,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","VEN","Venezuela (Bolivarian Republic of)","2018","2018",21,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","VEN","Venezuela (Bolivarian Republic of)","2019","2019",21,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","YEM","Yemen","2017","2017",43,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","YEM","Yemen","2018","2018",44,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","YEM","Yemen","2019","2019",44,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ZMB","Zambia","2017","2017",44,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ZMB","Zambia","2018","2018",43,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ZMB","Zambia","2019","2019",42,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ZWE","Zimbabwe","2017","2017",41,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ZWE","Zimbabwe","2018","2018",39,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ZWE","Zimbabwe","2019","2019",38,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","SRB","Serbia","2017","2017",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","SRB","Serbia","2018","2018",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","SRB","Serbia","2019","2019",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","MNE","Montenegro","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","MNE","Montenegro","2018","2018",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","MNE","Montenegro","2019","2019",2,,
"SP_POP_GROW","Population growth (annual %)","AUS","Australia","2017","2017",1.7,,
"SP_POP_GROW","Population growth (annual %)","AUS","Australia","2018","2018",1.5,,
"SP_POP_GROW","Population growth (annual %)","AUS","Australia","2019","2019",1.5,,
"SP_POP_GROW","Population growth (annual %)","AUT","Austria","2017","2017",0.7,,
"SP_POP_GROW","Population growth (annual %)","AUT","Austria","2018","2018",0.5,,
"SP_POP_GROW","Population growth (annual %)","AUT","Austria","2019","2019",0.4,,
"SP_POP_GROW","Population growth (annual %)","BEL","Belgium","2017","2017",0.4,,
"SP_POP_GROW","Population growth (annual %)","BEL","Belgium","2018","2018",0.5,,
"SP_POP_GROW","Population growth (annual %)","BEL","Belgium","2019","2019",0.5,,
"SP_POP_GROW","Population growth (annual %)","CAN","Canada","2017","2017",1.2,,
"SP_POP_GROW","Population growth (annual %)","CAN","Canada","2018","2018",1.4,,
"SP_POP_GROW","Population growth (annual %)","CAN","Canada","2019","2019",1.4,,
"SP_POP_GROW","Population growth (annual %)","CZE","Czechia","2017","2017",0.3,,
"SP_POP_GROW","Population growth (annual %)","CZE","Czechia","2018","2018",0.3,,
"SP_POP_GROW","Population growth (annual %)","CZE","Czechia","2019","2019",0.4,,
"SP_POP_GROW","Population growth (annual %)","DNK","Denmark","2017","2017",0.6,,
"SP_POP_GROW","Population growth (annual %)","DNK","Denmark","2018","2018",0.5,,
"SP_POP_GROW","Population growth (annual %)","DNK","Denmark","2019","2019",0.4,,
"SP_POP_GROW","Population growth (annual %)","FIN","Finland","2017","2017",0.2,,
"SP_POP_GROW","Population growth (annual %)","FIN","Finland","2018","2018",0.1,,
"SP_POP_GROW","Population growth (annual %)","FIN","Finland","2019","2019",0.1,,
"SP_POP_GROW","Population growth (annual %)","FRA","France","2017","2017",0.2,,
"SP_POP_GROW","Population growth (annual %)","FRA","France","2018","2018",0.2,,
"SP_POP_GROW","Population growth (annual %)","FRA","France","2019","2019",0.1,,
"SP_POP_GROW","Population growth (annual %)","DEU","Germany","2017","2017",0.4,,
"SP_POP_GROW","Population growth (annual %)","DEU","Germany","2018","2018",0.3,,
"SP_POP_GROW","Population growth (annual %)","DEU","Germany","2019","2019",0.3,,
"SP_POP_GROW","Population growth (annual %)","GRC","Greece","2017","2017",-0.2,,
"SP_POP_GROW","Population growth (annual %)","GRC","Greece","2018","2018",-0.2,,
"SP_POP_GROW","Population growth (annual %)","GRC","Greece","2019","2019",-0.2,,
"SP_POP_GROW","Population growth (annual %)","HUN","Hungary","2017","2017",-0.3,,
"SP_POP_GROW","Population growth (annual %)","HUN","Hungary","2018","2018",-0.1,,
"SP_POP_GROW","Population growth (annual %)","HUN","Hungary","2019","2019",-0.1,,
"SP_POP_GROW","Population growth (annual %)","ISL","Iceland","2017","2017",2.3,,
"SP_POP_GROW","Population growth (annual %)","ISL","Iceland","2018","2018",2.7,,
"SP_POP_GROW","Population growth (annual %)","ISL","Iceland","2019","2019",2.4,,
"SP_POP_GROW","Population growth (annual %)","IRL","Ireland","2017","2017",1.1,,
"SP_POP_GROW","Population growth (annual %)","IRL","Ireland","2018","2018",1.2,,
"SP_POP_GROW","Population growth (annual %)","IRL","Ireland","2019","2019",1.5,,
"SP_POP_GROW","Population growth (annual %)","ITA","Italy","2017","2017",-0.1,,
"SP_POP_GROW","Population growth (annual %)","ITA","Italy","2018","2018",-0.2,,
"SP_POP_GROW","Population growth (annual %)","ITA","Italy","2019","2019",-0.2,,
"SP_POP_GROW","Population growth (annual %)","JPN","Japan","2017","2017",-0.2,,
"SP_POP_GROW","Population growth (annual %)","JPN","Japan","2018","2018",-0.2,,
"SP_POP_GROW","Population growth (annual %)","JPN","Japan","2019","2019",-0.2,,
"SP_POP_GROW","Population growth (annual %)","KOR","Republic of Korea","2017","2017",0.3,,
"SP_POP_GROW","Population growth (annual %)","KOR","Republic of Korea","2018","2018",0.5,,
"SP_POP_GROW","Population growth (annual %)","KOR","Republic of Korea","2019","2019",0.2,,
"SP_POP_GROW","Population growth (annual %)","LUX","Luxembourg","2017","2017",2.4,,
"SP_POP_GROW","Population growth (annual %)","LUX","Luxembourg","2018","2018",1.9,,
"SP_POP_GROW","Population growth (annual %)","LUX","Luxembourg","2019","2019",1.9,,
"SP_POP_GROW","Population growth (annual %)","MEX","Mexico","2017","2017",1.2,,
"SP_POP_GROW","Population growth (annual %)","MEX","Mexico","2018","2018",1.1,,
"SP_POP_GROW","Population growth (annual %)","MEX","Mexico","2019","2019",1.1,,
"SP_POP_GROW","Population growth (annual %)","NLD","Netherlands","2017","2017",0.6,,
"SP_POP_GROW","Population growth (annual %)","NLD","Netherlands","2018","2018",0.6,,
"SP_POP_GROW","Population growth (annual %)","NLD","Netherlands","2019","2019",0.6,,
"SP_POP_GROW","Population growth (annual %)","NZL","New Zealand","2017","2017",2.1,,
"SP_POP_GROW","Population growth (annual %)","NZL","New Zealand","2018","2018",1,,
"SP_POP_GROW","Population growth (annual %)","NZL","New Zealand","2019","2019",1.6,,
"SP_POP_GROW","Population growth (annual %)","NOR","Norway","2017","2017",0.8,,
"SP_POP_GROW","Population growth (annual %)","NOR","Norway","2018","2018",0.7,,
"SP_POP_GROW","Population growth (annual %)","NOR","Norway","2019","2019",0.7,,
"SP_POP_GROW","Population growth (annual %)","POL","Poland","2017","2017",,"n","Magnitude nil or negligible"
"SP_POP_GROW","Population growth (annual %)","PRT","Portugal","2017","2017",-0.2,,
"SP_POP_GROW","Population growth (annual %)","PRT","Portugal","2018","2018",-0.2,,
"SP_POP_GROW","Population growth (annual %)","PRT","Portugal","2019","2019",-0.1,,
"SP_POP_GROW","Population growth (annual %)","SVK","Slovakia","2017","2017",0.2,,
"SP_POP_GROW","Population growth (annual %)","SVK","Slovakia","2018","2018",0.1,,
"SP_POP_GROW","Population growth (annual %)","SVK","Slovakia","2019","2019",0.1,,
"SP_POP_GROW","Population growth (annual %)","AFG","Afghanistan","2017","2017",2.5,,
"SP_POP_GROW","Population growth (annual %)","AFG","Afghanistan","2018","2018",2.4,,
"SP_POP_GROW","Population growth (annual %)","AFG","Afghanistan","2019","2019",2.3,,
"SP_POP_GROW","Population growth (annual %)","ALB","Albania","2017","2017",-0.1,,
"SP_POP_GROW","Population growth (annual %)","ALB","Albania","2018","2018",-0.2,,
"SP_POP_GROW","Population growth (annual %)","ALB","Albania","2019","2019",-0.4,,
"SP_POP_GROW","Population growth (annual %)","DZA","Algeria","2017","2017",2,,
"SP_POP_GROW","Population growth (annual %)","DZA","Algeria","2018","2018",2,,
"SP_POP_GROW","Population growth (annual %)","DZA","Algeria","2019","2019",1.9,,
"SP_POP_GROW","Population growth (annual %)","ASM","American Samoa","2017","2017",-0.2,,
"SP_POP_GROW","Population growth (annual %)","ASM","American Samoa","2018","2018",-0.3,,
"SP_POP_GROW","Population growth (annual %)","ASM","American Samoa","2019","2019",-0.3,,
"SP_POP_GROW","Population growth (annual %)","AND","Andorra","2017","2017",-0.4,,
"SP_POP_GROW","Population growth (annual %)","AND","Andorra","2018","2018",,"n","Magnitude nil or negligible"
"SP_POP_GROW","Population growth (annual %)","AND","Andorra","2019","2019",0.2,,
"SP_POP_GROW","Population growth (annual %)","AGO","Angola","2017","2017",3.3,,
"SP_POP_GROW","Population growth (annual %)","AGO","Angola","2018","2018",3.3,,
"SP_POP_GROW","Population growth (annual %)","AGO","Angola","2019","2019",3.2,,
"SP_POP_GROW","Population growth (annual %)","ATG","Antigua and Barbuda","2017","2017",0.9,,
"SP_POP_GROW","Population growth (annual %)","ATG","Antigua and Barbuda","2018","2018",0.9,,
"SP_POP_GROW","Population growth (annual %)","ATG","Antigua and Barbuda","2019","2019",0.9,,
"SP_POP_GROW","Population growth (annual %)","ARG","Argentina","2017","2017",1,,
"SP_POP_GROW","Population growth (annual %)","ARG","Argentina","2018","2018",1,,
"SP_POP_GROW","Population growth (annual %)","ARG","Argentina","2019","2019",1,,
"SP_POP_GROW","Population growth (annual %)","ARM","Armenia","2017","2017",0.3,,
"SP_POP_GROW","Population growth (annual %)","ARM","Armenia","2018","2018",0.2,,
"SP_POP_GROW","Population growth (annual %)","ARM","Armenia","2019","2019",0.2,,
"SP_POP_GROW","Population growth (annual %)","ABW","Aruba","2017","2017",0.5,,
"SP_POP_GROW","Population growth (annual %)","ABW","Aruba","2018","2018",0.5,,
"SP_POP_GROW","Population growth (annual %)","ABW","Aruba","2019","2019",0.4,,
"SP_POP_GROW","Population growth (annual %)","AZE","Azerbaijan","2017","2017",1,,
"SP_POP_GROW","Population growth (annual %)","AZE","Azerbaijan","2018","2018",0.9,,
"SP_POP_GROW","Population growth (annual %)","AZE","Azerbaijan","2019","2019",0.8,,
"SP_POP_GROW","Population growth (annual %)","BHS","Bahamas","2017","2017",1,,
"SP_POP_GROW","Population growth (annual %)","BHS","Bahamas","2018","2018",1,,
"SP_POP_GROW","Population growth (annual %)","BHS","Bahamas","2019","2019",1,,
"SP_POP_GROW","Population growth (annual %)","BHR","Bahrain","2017","2017",4.7,,
"SP_POP_GROW","Population growth (annual %)","BHR","Bahrain","2018","2018",4.9,,
"SP_POP_GROW","Population growth (annual %)","BHR","Bahrain","2019","2019",4.5,,
"SP_POP_GROW","Population growth (annual %)","BGD","Bangladesh","2017","2017",1.1,,
"SP_POP_GROW","Population growth (annual %)","BGD","Bangladesh","2018","2018",1.1,,
"SP_POP_GROW","Population growth (annual %)","BGD","Bangladesh","2019","2019",1,,
"SP_POP_GROW","Population growth (annual %)","BRB","Barbados","2017","2017",0.2,,
"SP_POP_GROW","Population growth (annual %)","BRB","Barbados","2018","2018",0.1,,
"SP_POP_GROW","Population growth (annual %)","BRB","Barbados","2019","2019",0.1,,
"SP_POP_GROW","Population growth (annual %)","BLZ","Belize","2017","2017",2,,
"SP_POP_GROW","Population growth (annual %)","BLZ","Belize","2018","2018",1.9,,
"SP_POP_GROW","Population growth (annual %)","BLZ","Belize","2019","2019",1.9,,
"SP_POP_GROW","Population growth (annual %)","BEN","Benin","2017","2017",2.8,,
"SP_POP_GROW","Population growth (annual %)","BEN","Benin","2018","2018",2.7,,
"SP_POP_GROW","Population growth (annual %)","BEN","Benin","2019","2019",2.7,,
"SP_POP_GROW","Population growth (annual %)","BMU","Bermuda","2017","2017",-1.1,,
"SP_POP_GROW","Population growth (annual %)","BMU","Bermuda","2018","2018",0.1,,
"SP_POP_GROW","Population growth (annual %)","BTN","Bhutan","2017","2017",1.2,,
"SP_POP_GROW","Population growth (annual %)","BTN","Bhutan","2018","2018",1.2,,
"SP_POP_GROW","Population growth (annual %)","BTN","Bhutan","2019","2019",1.1,,
"SP_POP_GROW","Population growth (annual %)","BOL","Bolivia (Plurinational State of)","2017","2017",1.4,,
"SP_POP_GROW","Population growth (annual %)","BOL","Bolivia (Plurinational State of)","2018","2018",1.4,,
"SP_POP_GROW","Population growth (annual %)","BOL","Bolivia (Plurinational State of)","2019","2019",1.4,,
"SP_POP_GROW","Population growth (annual %)","BIH","Bosnia and Herzegovina","2017","2017",-1,,
"SP_POP_GROW","Population growth (annual %)","BIH","Bosnia and Herzegovina","2018","2018",-0.8,,
"SP_POP_GROW","Population growth (annual %)","BIH","Bosnia and Herzegovina","2019","2019",-0.7,,
"SP_POP_GROW","Population growth (annual %)","BWA","Botswana","2017","2017",2.1,,
"SP_POP_GROW","Population growth (annual %)","BWA","Botswana","2018","2018",2.2,,
"SP_POP_GROW","Population growth (annual %)","BWA","Botswana","2019","2019",2.2,,
"SP_POP_GROW","Population growth (annual %)","BRA","Brazil","2017","2017",0.8,,
"SP_POP_GROW","Population growth (annual %)","BRA","Brazil","2018","2018",0.8,,
"SP_POP_GROW","Population growth (annual %)","BRA","Brazil","2019","2019",0.8,,
"SP_POP_GROW","Population growth (annual %)","BRN","Brunei Darussalam","2017","2017",1.1,,
"SP_POP_GROW","Population growth (annual %)","BRN","Brunei Darussalam","2018","2018",1.1,,
"SP_POP_GROW","Population growth (annual %)","BRN","Brunei Darussalam","2019","2019",1,,
"SP_POP_GROW","Population growth (annual %)","BGR","Bulgaria","2017","2017",-0.7,,
"SP_POP_GROW","Population growth (annual %)","BGR","Bulgaria","2018","2018",-0.7,,
"SP_POP_GROW","Population growth (annual %)","BGR","Bulgaria","2019","2019",-0.7,,
"SP_POP_GROW","Population growth (annual %)","BFA","Burkina Faso","2017","2017",2.9,,
"SP_POP_GROW","Population growth (annual %)","BFA","Burkina Faso","2018","2018",2.9,,
"SP_POP_GROW","Population growth (annual %)","BFA","Burkina Faso","2019","2019",2.8,,
"SP_POP_GROW","Population growth (annual %)","BDI","Burundi","2017","2017",3.2,,
"SP_POP_GROW","Population growth (annual %)","BDI","Burundi","2018","2018",3.2,,
"SP_POP_GROW","Population growth (annual %)","BDI","Burundi","2019","2019",3.1,,
"SP_POP_GROW","Population growth (annual %)","KHM","Cambodia","2017","2017",1.5,,
"SP_POP_GROW","Population growth (annual %)","KHM","Cambodia","2018","2018",1.5,,
"SP_POP_GROW","Population growth (annual %)","KHM","Cambodia","2019","2019",1.4,,
"SP_POP_GROW","Population growth (annual %)","CMR","Cameroon","2017","2017",2.6,,
"SP_POP_GROW","Population growth (annual %)","CMR","Cameroon","2018","2018",2.6,,
"SP_POP_GROW","Population growth (annual %)","CMR","Cameroon","2019","2019",2.6,,
"SP_POP_GROW","Population growth (annual %)","CPV","Cabo Verde","2017","2017",1.2,,
"SP_POP_GROW","Population growth (annual %)","CPV","Cabo Verde","2018","2018",1.2,,
"SP_POP_GROW","Population growth (annual %)","CPV","Cabo Verde","2019","2019",1.1,,
"SP_POP_GROW","Population growth (annual %)","CYM","Cayman Islands","2017","2017",1.3,,
"SP_POP_GROW","Population growth (annual %)","CYM","Cayman Islands","2018","2018",1.2,,
"SP_POP_GROW","Population growth (annual %)","CYM","Cayman Islands","2019","2019",1.2,,
"SP_POP_GROW","Population growth (annual %)","CAF","Central African Republic","2017","2017",1.3,,
"SP_POP_GROW","Population growth (annual %)","CAF","Central African Republic","2018","2018",1.5,,
"SP_POP_GROW","Population growth (annual %)","CAF","Central African Republic","2019","2019",1.7,,
"SP_POP_GROW","Population growth (annual %)","TCD","Chad","2017","2017",3.1,,
"SP_POP_GROW","Population growth (annual %)","TCD","Chad","2018","2018",3,,
"SP_POP_GROW","Population growth (annual %)","TCD","Chad","2019","2019",3,,
"SP_POP_GROW","Population growth (annual %)","CHL","Chile","2017","2017",1.4,,
"SP_POP_GROW","Population growth (annual %)","CHL","Chile","2018","2018",1.4,,
"SP_POP_GROW","Population growth (annual %)","CHL","Chile","2019","2019",1.2,,
"SP_POP_GROW","Population growth (annual %)","CHN","China","2017","2017",0.6,,
"SP_POP_GROW","Population growth (annual %)","CHN","China","2018","2018",0.5,,
"SP_POP_GROW","Population growth (annual %)","CHN","China","2019","2019",0.4,,
"SP_POP_GROW","Population growth (annual %)","COL","Colombia","2017","2017",1.5,,
"SP_POP_GROW","Population growth (annual %)","COL","Colombia","2018","2018",1.5,,
"SP_POP_GROW","Population growth (annual %)","COL","Colombia","2019","2019",1.4,,
"SP_POP_GROW","Population growth (annual %)","COM","Comoros","2017","2017",2.3,,
"SP_POP_GROW","Population growth (annual %)","COM","Comoros","2018","2018",2.2,,
"SP_POP_GROW","Population growth (annual %)","COM","Comoros","2019","2019",2.2,,
"SP_POP_GROW","Population growth (annual %)","COG","Congo","2017","2017",2.6,,
"SP_POP_GROW","Population growth (annual %)","COG","Congo","2018","2018",2.6,,
"SP_POP_GROW","Population growth (annual %)","COG","Congo","2019","2019",2.6,,
"SP_POP_GROW","Population growth (annual %)","CRI","Costa Rica","2017","2017",1,,
"SP_POP_GROW","Population growth (annual %)","CRI","Costa Rica","2018","2018",1,,
"SP_POP_GROW","Population growth (annual %)","CRI","Costa Rica","2019","2019",1,,
"SP_POP_GROW","Population growth (annual %)","CIV","Côte d'Ivoire","2017","2017",2.5,,
"SP_POP_GROW","Population growth (annual %)","CIV","Côte d'Ivoire","2018","2018",2.6,,
"SP_POP_GROW","Population growth (annual %)","CIV","Côte d'Ivoire","2019","2019",2.5,,
"SP_POP_GROW","Population growth (annual %)","HRV","Croatia","2017","2017",-1.2,,
"SP_POP_GROW","Population growth (annual %)","HRV","Croatia","2018","2018",-0.9,,
"SP_POP_GROW","Population growth (annual %)","HRV","Croatia","2019","2019",-0.5,,
"SP_POP_GROW","Population growth (annual %)","CUB","Cuba","2017","2017",,"n","Magnitude nil or negligible"
"SP_POP_GROW","Population growth (annual %)","CYP","Cyprus","2017","2017",0.8,,
"SP_POP_GROW","Population growth (annual %)","CYP","Cyprus","2018","2018",0.8,,
"SP_POP_GROW","Population growth (annual %)","CYP","Cyprus","2019","2019",0.8,,
"SP_POP_GROW","Population growth (annual %)","PRK","Democratic People's Republic of Korea","2017","2017",0.5,,
"SP_POP_GROW","Population growth (annual %)","PRK","Democratic People's Republic of Korea","2018","2018",0.5,,
"SP_POP_GROW","Population growth (annual %)","PRK","Democratic People's Republic of Korea","2019","2019",0.5,,
"SP_POP_GROW","Population growth (annual %)","COD","Democratic Republic of the Congo","2017","2017",3.3,,
"SP_POP_GROW","Population growth (annual %)","COD","Democratic Republic of the Congo","2018","2018",3.2,,
"SP_POP_GROW","Population growth (annual %)","COD","Democratic Republic of the Congo","2019","2019",3.2,,
"SP_POP_GROW","Population growth (annual %)","DJI","Djibouti","2017","2017",1.6,,
"SP_POP_GROW","Population growth (annual %)","DJI","Djibouti","2018","2018",1.6,,
"SP_POP_GROW","Population growth (annual %)","DJI","Djibouti","2019","2019",1.5,,
"SP_POP_GROW","Population growth (annual %)","DMA","Dominica","2017","2017",0.2,,
"SP_POP_GROW","Population growth (annual %)","DMA","Dominica","2018","2018",0.2,,
"SP_POP_GROW","Population growth (annual %)","DMA","Dominica","2019","2019",0.3,,
"SP_POP_GROW","Population growth (annual %)","DOM","Dominican Republic","2017","2017",1.1,,
"SP_POP_GROW","Population growth (annual %)","DOM","Dominican Republic","2018","2018",1.1,,
"SP_POP_GROW","Population growth (annual %)","DOM","Dominican Republic","2019","2019",1,,
"SP_POP_GROW","Population growth (annual %)","ECU","Ecuador","2017","2017",1.8,,
"SP_POP_GROW","Population growth (annual %)","ECU","Ecuador","2018","2018",1.8,,
"SP_POP_GROW","Population growth (annual %)","ECU","Ecuador","2019","2019",1.7,,
"SP_POP_GROW","Population growth (annual %)","EGY","Egypt","2017","2017",2.1,,
"SP_POP_GROW","Population growth (annual %)","EGY","Egypt","2018","2018",2,,
"SP_POP_GROW","Population growth (annual %)","EGY","Egypt","2019","2019",2,,
"SP_POP_GROW","Population growth (annual %)","SLV","El Salvador","2017","2017",0.5,,
"SP_POP_GROW","Population growth (annual %)","SLV","El Salvador","2018","2018",0.5,,
"SP_POP_GROW","Population growth (annual %)","SLV","El Salvador","2019","2019",0.5,,
"SP_POP_GROW","Population growth (annual %)","GNQ","Equatorial Guinea","2017","2017",3.8,,
"SP_POP_GROW","Population growth (annual %)","GNQ","Equatorial Guinea","2018","2018",3.7,,
"SP_POP_GROW","Population growth (annual %)","GNQ","Equatorial Guinea","2019","2019",3.5,,
"SP_POP_GROW","Population growth (annual %)","EST","Estonia","2017","2017",0.1,,
"SP_POP_GROW","Population growth (annual %)","EST","Estonia","2018","2018",0.3,,
"SP_POP_GROW","Population growth (annual %)","EST","Estonia","2019","2019",0.3,,
"SP_POP_GROW","Population growth (annual %)","ETH","Ethiopia","2017","2017",2.7,,
"SP_POP_GROW","Population growth (annual %)","ETH","Ethiopia","2018","2018",2.6,,
"SP_POP_GROW","Population growth (annual %)","ETH","Ethiopia","2019","2019",2.6,,
"SP_POP_GROW","Population growth (annual %)","FRO","Faeroe Islands","2017","2017",0.3,,
"SP_POP_GROW","Population growth (annual %)","FRO","Faeroe Islands","2018","2018",0.3,,
"SP_POP_GROW","Population growth (annual %)","FRO","Faeroe Islands","2019","2019",0.4,,
"SP_POP_GROW","Population growth (annual %)","FJI","Fiji","2017","2017",0.6,,
"SP_POP_GROW","Population growth (annual %)","FJI","Fiji","2018","2018",0.7,,
"SP_POP_GROW","Population growth (annual %)","FJI","Fiji","2019","2019",0.7,,
"SP_POP_GROW","Population growth (annual %)","PYF","French Polynesia","2017","2017",0.6,,
"SP_POP_GROW","Population growth (annual %)","PYF","French Polynesia","2018","2018",0.6,,
"SP_POP_GROW","Population growth (annual %)","PYF","French Polynesia","2019","2019",0.6,,
"SP_POP_GROW","Population growth (annual %)","GAB","Gabon","2017","2017",2.8,,
"SP_POP_GROW","Population growth (annual %)","GAB","Gabon","2018","2018",2.6,,
"SP_POP_GROW","Population growth (annual %)","GAB","Gabon","2019","2019",2.5,,
"SP_POP_GROW","Population growth (annual %)","GMB","Gambia","2017","2017",3,,
"SP_POP_GROW","Population growth (annual %)","GMB","Gambia","2018","2018",2.9,,
"SP_POP_GROW","Population growth (annual %)","GMB","Gambia","2019","2019",2.9,,
"SP_POP_GROW","Population growth (annual %)","GEO","Georgia","2017","2017",,"n","Magnitude nil or negligible"
"SP_POP_GROW","Population growth (annual %)","GEO","Georgia","2019","2019",-0.2,,
"SP_POP_GROW","Population growth (annual %)","GHA","Ghana","2017","2017",2.2,,
"SP_POP_GROW","Population growth (annual %)","GHA","Ghana","2018","2018",2.2,,
"SP_POP_GROW","Population growth (annual %)","GHA","Ghana","2019","2019",2.2,,
"SP_POP_GROW","Population growth (annual %)","GRL","Greenland","2018","2018",-0.3,,
"SP_POP_GROW","Population growth (annual %)","GRL","Greenland","2019","2019",0.4,,
"SP_POP_GROW","Population growth (annual %)","GRD","Grenada","2017","2017",0.6,,
"SP_POP_GROW","Population growth (annual %)","GRD","Grenada","2018","2018",0.5,,
"SP_POP_GROW","Population growth (annual %)","GRD","Grenada","2019","2019",0.5,,
"SP_POP_GROW","Population growth (annual %)","GUM","Guam","2017","2017",0.8,,
"SP_POP_GROW","Population growth (annual %)","GUM","Guam","2018","2018",0.9,,
"SP_POP_GROW","Population growth (annual %)","GUM","Guam","2019","2019",0.9,,
"SP_POP_GROW","Population growth (annual %)","GTM","Guatemala","2017","2017",1.6,,
"SP_POP_GROW","Population growth (annual %)","GTM","Guatemala","2018","2018",1.6,,
"SP_POP_GROW","Population growth (annual %)","GTM","Guatemala","2019","2019",1.6,,
"SP_POP_GROW","Population growth (annual %)","GIN","Guinea","2017","2017",2.8,,
"SP_POP_GROW","Population growth (annual %)","GIN","Guinea","2018","2018",2.8,,
"SP_POP_GROW","Population growth (annual %)","GIN","Guinea","2019","2019",2.8,,
"SP_POP_GROW","Population growth (annual %)","GNB","Guinea-Bissau","2017","2017",2.5,,
"SP_POP_GROW","Population growth (annual %)","GNB","Guinea-Bissau","2018","2018",2.5,,
"SP_POP_GROW","Population growth (annual %)","GNB","Guinea-Bissau","2019","2019",2.5,,
"SP_POP_GROW","Population growth (annual %)","GUY","Guyana","2017","2017",0.5,,
"SP_POP_GROW","Population growth (annual %)","GUY","Guyana","2018","2018",0.5,,
"SP_POP_GROW","Population growth (annual %)","GUY","Guyana","2019","2019",0.5,,
"SP_POP_GROW","Population growth (annual %)","HTI","Haiti","2017","2017",1.3,,
"SP_POP_GROW","Population growth (annual %)","HTI","Haiti","2018","2018",1.3,,
"SP_POP_GROW","Population growth (annual %)","HTI","Haiti","2019","2019",1.2,,
"SP_POP_GROW","Population growth (annual %)","HND","Honduras","2017","2017",1.7,,
"SP_POP_GROW","Population growth (annual %)","HND","Honduras","2018","2018",1.7,,
"SP_POP_GROW","Population growth (annual %)","HND","Honduras","2019","2019",1.6,,
"SP_POP_GROW","Population growth (annual %)","HKG","China, Hong Kong Special Administrative Region","2017","2017",0.7,,
"SP_POP_GROW","Population growth (annual %)","HKG","China, Hong Kong Special Administrative Region","2018","2018",0.8,,
"SP_POP_GROW","Population growth (annual %)","HKG","China, Hong Kong Special Administrative Region","2019","2019",0.8,,
"SP_POP_GROW","Population growth (annual %)","IND","India","2017","2017",1.1,,
"SP_POP_GROW","Population growth (annual %)","IND","India","2018","2018",1,,
"SP_POP_GROW","Population growth (annual %)","IND","India","2019","2019",1,,
"SP_POP_GROW","Population growth (annual %)","IDN","Indonesia","2017","2017",1.2,,
"SP_POP_GROW","Population growth (annual %)","IDN","Indonesia","2018","2018",1.1,,
